,gene,Gene_Name,log2fc,t_stat,p_val,p_adj,abs_log2fc
505,ENSG00000050820,BCAR1,1.1427027782989563,3.6782259964310446,0.021237025453315468,0.06251358861822305,1.1427027782989563
520,ENSG00000052802,MSMO1,-1.0818503517678253,-11.727720333454938,0.0003023667742695281,0.0095992009415309,1.0818503517678253
528,ENSG00000053918,KCNQ1,-1.4539607789321163,-3.815109889047174,0.018857230776377933,0.0580163332982697,1.4539607789321163
561,ENSG00000056736,IL17RB,-0.806085097066452,-11.005374013924698,0.0003874339069395968,0.010225989989022051,0.806085097066452
579,ENSG00000058668,ATP2B4,-0.8811002158764857,-9.5376030538773,0.0006748664564506914,0.012432436403248873,0.8811002158764857
589,ENSG00000059588,TARBP1,-0.7998706525165803,-7.523097351649551,0.001671338682604763,0.016910908670355464,0.7998706525165803
594,ENSG00000059804,SLC2A3,-1.0705679852595447,-3.857251442113521,0.018189791915493612,0.05669611687825733,1.0705679852595447
600,ENSG00000060558,GNA15,-1.7320192071014664,-3.831348437169761,0.018596624293107756,0.057507875447730304,1.7320192071014664
610,ENSG00000061656,SPAG4,-0.7676876512675255,-4.858756033103655,0.008286743452090793,0.0359810616209768,0.7676876512675255
644,ENSG00000064199,SPA17,0.8104061258308657,6.83698185283645,0.0023942006037622576,0.019427061521171757,0.8104061258308657
652,ENSG00000064547,LPAR2,-0.8272461416101345,-11.68924454555362,0.0003062722573541503,0.0095992009415309,0.8272461416101345
655,ENSG00000064651,SLC12A2,0.8645881083930639,14.930744096037701,0.00011720554969729235,0.007994509191519429,0.8645881083930639
681,ENSG00000065357,DGKA,-0.7951639075151182,-10.644977745322793,0.000441005420275252,0.010662535698836201,0.7951639075151182
697,ENSG00000065809,FAM107B,-0.9500907257465483,-8.304434689767168,0.0011482920834795544,0.015150016087811921,0.9500907257465483
732,ENSG00000067064,IDI1,-0.7933940141273776,-9.996749684299958,0.0005627113938443297,0.011779895573957472,0.7933940141273776
735,ENSG00000067113,PLPP1,1.037789217269509,6.505462277824692,0.0028810127076208778,0.021223701914152408,1.037789217269509
758,ENSG00000067992,PDK3,-1.4281012171133793,-12.076943758450144,0.0002696053510178281,0.009299982689608877,1.4281012171133793
767,ENSG00000068308,OTUD5,1.1213327842831682,6.89747162922218,0.002316642431139141,0.019207163209292274,1.1213327842831682
802,ENSG00000069869,NEDD4,-1.3058825925597912,-8.486702922176278,0.0010568873386090662,0.01481194889240576,1.3058825925597912
807,ENSG00000069998,HDHD5,-0.7592274774196662,-14.527770231087255,0.00013054502308402165,0.008157745383866571,0.7592274774196662
820,ENSG00000070371,CLTCL1,-1.3989405243385262,-12.791324512937416,0.00021527705792911563,0.00874864308415382,1.3989405243385262
831,ENSG00000070669,ASNS,-0.7644396180974402,-3.8115801895456958,0.018914455170889077,0.058094310903262475,0.7644396180974402
850,ENSG00000071242,RPS6KA2,-0.9253992792648528,-9.23084852041678,0.0007655039759092591,0.013144279025066055,0.9253992792648528
875,ENSG00000072274,TFRC,-1.0244007347294535,-7.763739768346684,0.0014835333734590148,0.016355242227496212,1.0244007347294535
876,ENSG00000072310,SREBF1,-0.8149435524457044,-7.682869939077832,0.001543590289442284,0.01652234101829906,0.8149435524457044
886,ENSG00000072682,P4HA2,-1.1795085506518268,-7.933082687624181,0.0013668579101252388,0.016062309348978687,1.1795085506518268
914,ENSG00000073670,ADAM11,-0.9170162491631259,-5.85545268355666,0.004244764729296468,0.02548003493235219,0.9170162491631259
926,ENSG00000074211,PPP2R2C,0.8164474178350635,4.042096336384917,0.015577006621315998,0.051650074586468836,0.8164474178350635
930,ENSG00000074370,ATP2A3,-0.7505332016777654,-9.890112977828345,0.0005865584142211477,0.011957992355837352,0.7505332016777654
934,ENSG00000074621,SLC24A1,-1.010732675145783,-4.521144567265352,0.01064901751031325,0.041213641804620046,1.010732675145783
935,ENSG00000074657,ZNF532,0.8440042392362908,6.721218963113131,0.0025517581054678422,0.020043370755880262,0.8440042392362908
942,ENSG00000074935,TUBE1,-0.8733431527370785,-4.810903083620739,0.008579663720378059,0.03666879636779819,0.8733431527370785
956,ENSG00000075303,SLC25A40,-0.8305895045714498,-12.308836378871108,0.0002502712632081653,0.009194044648176839,0.8305895045714498
967,ENSG00000075618,FSCN1,-0.8396233668055435,-4.742283136947527,0.009022009378152734,0.037553132253611364,0.8396233668055435
976,ENSG00000075884,ARHGAP15,0.8891208626922689,5.897183644692101,0.004136081571869369,0.025166972881042048,0.8891208626922689
1004,ENSG00000077044,DGKD,-0.7831977023946584,-45.300485311878916,1.4201371107988799e-06,0.0027624149831076525,0.7831977023946584
1029,ENSG00000077935,SMC1B,0.8038469997436911,7.782396642236238,0.0014700905311319102,0.016350634297874984,0.8038469997436911
1030,ENSG00000077943,ITGA8,-0.8201815326576538,-3.848894913689142,0.018319862987990758,0.05698185609399268,0.8201815326576538
1038,ENSG00000078237,TIGAR,0.8824009983302328,13.260789808306887,0.0001868898864401407,0.008607757692187317,0.8824009983302328
1052,ENSG00000078687,TNRC6C,0.8530164804586611,6.793262304054655,0.0024522558044418772,0.019647467620951237,0.8530164804586611
1057,ENSG00000078900,TP73,-1.005815872289837,-11.37757030913211,0.0003403388016471965,0.009958658603244777,1.005815872289837
1061,ENSG00000079112,CDH17,-0.8609885989195765,-5.518012990124358,0.005265609511907893,0.0285651830386035,0.8609885989195765
1065,ENSG00000079215,SLC1A3,0.7914734989376677,12.45181661980815,0.00023920696502324602,0.009119872976774357,0.7914734989376677
1072,ENSG00000079337,RAPGEF3,-2.0475037359959214,-8.145790651536776,0.0012359387132697818,0.015602266024982235,2.0475037359959214
1077,ENSG00000079462,PAFAH1B3,-0.9373577983513189,-5.5861450503711625,0.005037113046179813,0.027938406081718263,0.9373577983513189
1092,ENSG00000080298,RFX3,0.927645669294664,12.440476852863489,0.0002400619552945562,0.009119872976774357,0.927645669294664
1095,ENSG00000080493,SLC4A4,-1.0357130345384347,-6.0980514158777455,0.0036582974853652216,0.02379826231820432,1.0357130345384347
1115,ENSG00000081087,OSTM1,0.9071765597686609,7.13949508335805,0.002035692633477993,0.01835834626112902,0.9071765597686609
1132,ENSG00000081985,IL12RB2,-1.309842557637063,-5.251027267786456,0.006292797352651942,0.031244089755397518,1.309842557637063
1160,ENSG00000083444,PLOD1,-1.3855659295431633,-16.764027112576247,7.420020356808665e-05,0.007197263989938304,1.3855659295431633
1169,ENSG00000083750,RRAGB,-1.1830686188789243,-5.258706363564367,0.006260000177654719,0.031201551842359114,1.1830686188789243
1184,ENSG00000084073,ZMPSTE24,1.054388367038544,13.992132983680646,0.00015134563147128864,0.008607757692187317,1.054388367038544
1191,ENSG00000084444,FAM234B,-1.0225249680508528,-14.492826576574533,0.0001317888718110914,0.008157745383866571,1.0225249680508528
1211,ENSG00000085382,HACE1,-0.8945833376331421,-3.862459047869938,0.018109294378198807,0.05649795274824183,0.8945833376331421
1215,ENSG00000085465,OVGP1,1.285677226742225,4.395664172850598,0.011730722734940378,0.04337639336873303,1.285677226742225
1223,ENSG00000085741,WNT11,-1.1594274537077112,-7.207642667255003,0.001964283805495565,0.01792006455341446,1.1594274537077112
1224,ENSG00000085760,MTIF2,0.8978650706633532,11.385116824535045,0.00033945983923695864,0.009958658603244777,0.8978650706633532
1243,ENSG00000086300,SNX10,-0.8619712908212174,-6.354159608803043,0.0031434592177704817,0.02214843859941189,0.8619712908212174
1252,ENSG00000086730,LAT2,-1.1266333202429797,-5.615920652797628,0.004941074008663514,0.02763525312383161,1.1266333202429797
1276,ENSG00000087301,TXNDC16,-1.062375471220924,-5.2676607216594755,0.006222019648920737,0.031170778106146046,1.062375471220924
1297,ENSG00000088256,GNA11,-0.8018855914071696,-11.164903258838025,0.0003663150233755803,0.010073299457482624,0.8018855914071696
1301,ENSG00000088340,FER1L4,-1.563263687409066,-5.996538180663327,0.0038907581419270394,0.024463937076444685,1.563263687409066
1305,ENSG00000088448,ANKRD10,0.7739573923320865,12.164990151450171,0.0002620527180066951,0.009299982689608877,0.7739573923320865
1319,ENSG00000088882,CPXM1,-2.4880958365990864,-10.983704339419987,0.00039041815081371494,0.010225989989022051,2.4880958365990864
1321,ENSG00000088899,LZTS3,-1.1971752654706673,-5.135850464894105,0.0068108302917110905,0.032464471583188194,1.1971752654706673
1353,ENSG00000089351,GRAMD1A,-0.8439752454932179,-6.642489084328917,0.002666248574890023,0.020418816494398594,0.8439752454932179
1355,ENSG00000089505,CMTM1,0.7553816721971408,3.65177461559171,0.02173739785679732,0.06355619215748358,0.7553816721971408
1365,ENSG00000089775,ZBTB25,-0.7826946677651574,-4.497894450412838,0.010840017598179728,0.04157934377980714,0.7826946677651574
1373,ENSG00000090020,SLC9A1,-0.9729607427806309,-10.111423388008964,0.000538395416497696,0.0114942500390107,0.9729607427806309
1380,ENSG00000090263,MRPS33,0.7556492469970912,6.086194633897856,0.0036845521437042965,0.02384280312658928,0.7556492469970912
1419,ENSG00000091181,IL5RA,-1.5351477387002581,-7.702619852562407,0.001528649990378742,0.016502623550771242,1.5351477387002581
1420,ENSG00000091262,ABCC6,-0.9474601282985995,-7.00207056452043,0.0021897014444188043,0.018880343764788608,0.9474601282985995
1430,ENSG00000091831,ESR1,0.879541962190785,3.4746913817868617,0.02547463958633182,0.07019585028162735,0.879541962190785
1451,ENSG00000092621,PHGDH,-1.8679847193314687,-8.664678893763236,0.0009761764945832972,0.014583683737868587,1.8679847193314687
1452,ENSG00000092758,COL9A3,-0.8471305611606952,-5.993698867014197,0.0038975168742480166,0.024463937076444685,0.8471305611606952
1462,ENSG00000093009,CDC45,-1.0707378784663255,-7.527512185310533,0.0016676369671382702,0.016910908670355464,1.0707378784663255
1468,ENSG00000093217,XYLB,-1.050329991340738,-5.33457621946648,0.00594692808162975,0.03036227298920865,1.050329991340738
1469,ENSG00000094631,HDAC6,-0.9767329907010482,-7.910070792923814,0.0013820290088848142,0.016062309348978687,0.9767329907010482
1482,ENSG00000095209,TMEM38B,0.7608176874200527,12.258670721853147,0.0002543036634912161,0.009194044648176839,0.7608176874200527
1486,ENSG00000095370,SH2D3C,-1.4027523423249135,-4.736837900235743,0.009058284845149131,0.03764233117355687,1.4027523423249135
1513,ENSG00000096872,IFT74,0.7831797142300672,5.515430284389638,0.00527451813755831,0.028601893725224845,0.7831797142300672
1520,ENSG00000099194,SCD,-1.0288151884626178,-8.238709019238827,0.0011836386097520708,0.015360162277106732,1.0288151884626178
1525,ENSG00000099251,HSD17B7P2,-0.8637752461218287,-17.176036834569658,6.740755505077547e-05,0.007197263989938304,0.8637752461218287
1536,ENSG00000099385,BCL7C,-0.8729523434650058,-6.546772522379132,0.002814093580156114,0.02098955162501681,0.8729523434650058
1577,ENSG00000100027,YPEL1,-1.179689281087945,-4.4932331761346465,0.010878808073766018,0.041632481556796254,1.179689281087945
1582,ENSG00000100033,PRODH,-0.8931130799929076,-4.21179735629581,0.013566578136855408,0.04750792280960693,0.8931130799929076
1585,ENSG00000100038,TOP3B,0.9354690985771983,5.890614094770858,0.00415296276636979,0.025210102414939616,0.9354690985771983
1593,ENSG00000100077,GRK3,-0.7610697922814585,-8.317018305559673,0.0011416745348200304,0.015142209619718298,0.7610697922814585
1615,ENSG00000100162,CENPM,-1.272011614577484,-23.826393790801326,1.840073012550769e-05,0.00600318602953524,1.272011614577484
1618,ENSG00000100196,KDELR3,-1.0335897218500818,-4.702837317226001,0.009288844486525923,0.03810022555658816,1.0335897218500818
1622,ENSG00000100209,HSCB,0.7588704941730644,4.86869560928728,0.008227435350499253,0.03579336369422411,0.7588704941730644
1631,ENSG00000100228,RAB36,0.7971460482536313,6.432756141160372,0.003003616810609145,0.021602103198839744,0.7971460482536313
1632,ENSG00000100239,PPP6R2,-0.9011025022728132,-8.346970266640806,0.0011261121809828104,0.015093275039284738,0.9011025022728132
1640,ENSG00000100271,TTLL1,-1.009062358815181,-6.514089261478919,0.0028668772411990125,0.021189824257583846,1.009062358815181
1668,ENSG00000100350,FOXRED2,-0.9286085988410571,-8.852008329778467,0.0008993094186553752,0.01399904032116689,0.9286085988410571
1682,ENSG00000100395,L3MBTL2,-0.8140783360201259,-5.751295795401756,0.004531699624191169,0.02630394618891667,0.8140783360201259
1702,ENSG00000100473,COCH,-1.5030360932623108,-8.074430347881421,0.0012780571772716726,0.01583904242735426,1.5030360932623108
1703,ENSG00000100478,AP4S1,1.1445885592446317,12.345305037268533,0.00024738971678889754,0.009152734231115001,1.1445885592446317
1709,ENSG00000100504,PYGL,-0.8279113907090165,-4.012147884083135,0.015968094277494647,0.05235618033205257,0.8279113907090165
1722,ENSG00000100577,GSTZ1,-0.9322844436146961,-4.717770390259997,0.009186714936493043,0.03793786303304603,0.9322844436146961
1736,ENSG00000100628,ASB2,1.8439556214750632,19.468239340292687,4.10434494419734e-05,0.007104621103265854,1.8439556214750632
1746,ENSG00000100721,TCL1A,-0.9512152836679187,-3.4221118857102466,0.026728311585359397,0.07229310035116648,0.9512152836679187
1748,ENSG00000100726,TELO2,-0.8866831688257147,-5.205992938261614,0.006489418527276769,0.03171587798950657,0.8866831688257147
1751,ENSG00000100749,VRK1,1.0472456730134132,7.110259794284002,0.002067307466234993,0.018533011136493985,1.0472456730134132
1793,ENSG00000101040,ZMYND8,-0.8282140156773481,-10.730520253452761,0.00042749636950810605,0.010573410205833824,0.8282140156773481
1799,ENSG00000101104,PABPC1L,-0.777800680531354,-3.6436551793008585,0.021893805483308097,0.06385972178097028,0.777800680531354
1809,ENSG00000101160,CTSZ,1.7970814700186981,17.495318930447564,6.267053983649492e-05,0.007197263989938304,1.7970814700186981
1816,ENSG00000101190,TCFL5,-0.844996157771364,-8.33837972981159,0.001130548616606965,0.015093275039284738,0.844996157771364
1835,ENSG00000101336,HCK,-2.25144475600435,-11.059122229416701,0.0003801534534600521,0.010225989989022051,2.25144475600435
1841,ENSG00000101353,MROH8,2.754705635286918,7.618949282373069,0.0015931984117880022,0.016636625330494974,2.754705635286918
1848,ENSG00000101400,SNTA1,-0.9219023901628028,-6.009487135071885,0.0038601161576586533,0.024448407386462437,0.9219023901628028
1868,ENSG00000101546,RBFA,-1.3600745576762456,-10.62720886389485,0.00044387775467683493,0.010687964902655835,1.3600745576762456
1924,ENSG00000102144,PGK1,-0.7708731199204446,-7.247372067923736,0.0019240783936243838,0.017833442765612263,0.7708731199204446
1942,ENSG00000102384,CENPI,-1.1645710612187414,-6.71112625915113,0.0025660919222802517,0.02004982038813412,1.1645710612187414
1947,ENSG00000102466,FGF14,-1.0882813470752644,-4.783278153378116,0.008754499419731943,0.03698990643781709,1.0882813470752644
1951,ENSG00000102543,CDADC1,1.081806802232582,17.128622793585674,6.814859963763249e-05,0.007197263989938304,1.081806802232582
1952,ENSG00000102547,CAB39L,1.6972227882237503,7.060623915765358,0.0021223833473738444,0.018615523006444645,1.6972227882237503
1973,ENSG00000102871,TRADD,-1.1024712628867093,-12.424729402097089,0.00024125559252889697,0.009119872976774357,1.1024712628867093
1976,ENSG00000102882,MAPK3,-0.8353731417622108,-6.926166214472225,0.002280935241393114,0.01911177608785849,0.8353731417622108
2039,ENSG00000103319,EEF2K,-0.9812723201093718,-12.632184458683207,0.00022610372237173365,0.008914784670255464,0.9812723201093718
2056,ENSG00000103490,PYCARD,0.7786113104772253,8.743845603165925,0.0009427358827003848,0.014361240486110404,0.7786113104772253
2061,ENSG00000103507,BCKDK,-0.7652474665603887,-4.370777780799039,0.011960800187958559,0.04384079629575765,0.7652474665603887
2080,ENSG00000103855,CD276,0.9944462979580847,3.871321961636677,0.017973274119642658,0.056257569520025155,0.9944462979580847
2087,ENSG00000103995,CEP152,-0.9047802002779213,-4.864068856111936,0.008254978079450137,0.03590149372488962,0.9047802002779213
2101,ENSG00000104213,PDGFRL,-1.922591209791335,-13.631508939762965,0.00016770756607181945,0.008607757692187317,1.922591209791335
2126,ENSG00000104419,NDRG1,-1.0995604046072154,-10.226745612447113,0.0005152441938598046,0.011266650858604324,1.0995604046072154
2130,ENSG00000104450,SPAG1,0.9734129315668252,42.439041170754344,1.842821052311168e-06,0.0027624149831076525,0.9734129315668252
2149,ENSG00000104689,TNFRSF10A,0.9199613868974005,5.821460662554824,0.004335891154865926,0.025692174917652754,0.9199613868974005
2157,ENSG00000104765,BNIP3L,-1.3053536548432847,-18.472123360930837,5.054126658736414e-05,0.007105570068850899,1.3053536548432847
2161,ENSG00000104814,MAP4K1,-0.9893366816764906,-5.290489870511867,0.006126454431846788,0.030819180938510625,0.9893366816764906
2162,ENSG00000104823,ECH1,-1.0284505057057427,-5.555014761833072,0.005139977398226222,0.02818677589931058,1.0284505057057427
2165,ENSG00000104833,TUBB4A,-1.0581422153797284,-8.660885350787233,0.0009778155245640725,0.014591848207908101,1.0581422153797284
2171,ENSG00000104863,LIN7B,-0.9740700690696463,-5.741190089166528,0.004560787263805696,0.026358232235131493,0.9740700690696463
2189,ENSG00000104936,DMPK,1.2138290660606397,4.418658004382431,0.011522885712761508,0.043036276700079645,1.2138290660606397
2212,ENSG00000105171,POP4,0.7820318241835769,3.7978714154514397,0.01913868723912449,0.058547023995819215,0.7820318241835769
2221,ENSG00000105219,CCNP,1.5855638741070799,7.314754643413693,0.0018581842253791129,0.017601445702545213,1.5855638741070799
2222,ENSG00000105220,GPI,-1.0436814418122544,-13.601868818268995,0.0001691482285660349,0.008607757692187317,1.0436814418122544
2227,ENSG00000105245,NUMBL,-0.7961491874450323,-4.556849760030432,0.010363575739615792,0.040567384987780924,0.7961491874450323
2244,ENSG00000105373,NOP53,-0.982572867899979,-3.50211417300604,0.024848550619345842,0.06904062625843001,0.982572867899979
2258,ENSG00000105486,LIG1,-1.1089212235238883,-12.180694609534434,0.00026073338412582514,0.009286280209025388,1.1089212235238883
2264,ENSG00000105520,PLPPR2,-0.9801364304355205,-11.901417255169472,0.0002854877111402592,0.009386154918607847,0.9801364304355205
2267,ENSG00000105559,PLEKHA4,1.3896651413582153,7.32158410907101,0.001851662247066631,0.017576972972154884,1.3896651413582153
2272,ENSG00000105612,DNASE2,-0.8208522114592111,-13.915905086248571,0.00015463237626686966,0.008607757692187317,0.8208522114592111
2273,ENSG00000105613,MAST1,-1.3812942505268324,-4.535676912834332,0.010531704183521836,0.04094670796576571,1.3812942505268324
2337,ENSG00000105993,DNAJB6,0.7546110615173078,7.920906433315022,0.0013748595639358784,0.016062309348978687,0.7546110615173078
2346,ENSG00000106069,CHN2,1.163743065516223,18.67033343682792,4.844872380062216e-05,0.007104621103265854,1.163743065516223
2350,ENSG00000106089,STX1A,0.9032982270512612,3.664651062323073,0.021492080008128966,0.06309428518668847,0.9032982270512612
2351,ENSG00000106100,NOD1,-1.1991470629857708,-14.108565737999838,0.0001464915502269875,0.008543847794024652,1.1991470629857708
2368,ENSG00000106330,MOSPD3,-0.7630006700559765,-4.423953692305903,0.011475652053361395,0.04294446870963709,0.7630006700559765
2374,ENSG00000106366,SERPINE1,1.7098871003743696,5.473305946984454,0.005422456853366575,0.02901535806633172,1.7098871003743696
2380,ENSG00000106404,CLDN15,1.1190302255282862,11.446905614247669,0.00033236828910109505,0.009880590442740625,1.1190302255282862
2390,ENSG00000106524,ANKMY2,-0.9481037975176716,-11.671220712501233,0.00030812334344173495,0.0095992009415309,0.9481037975176716
2405,ENSG00000106624,AEBP1,-1.5797158976201835,-5.445962218445922,0.005521208269498302,0.02925079636946423,1.5797158976201835
2417,ENSG00000106733,NMRK1,0.921962816679003,7.857332003608111,0.0014175915587366988,0.016209319198496323,0.921962816679003
2423,ENSG00000106804,C5,-0.9406262375753366,-5.284985209720004,0.00614933251317406,0.030899140634337383,0.9406262375753366
2433,ENSG00000107099,DOCK8,1.0380020759797786,5.030848871730368,0.007329108731776928,0.03368464426070635,1.0380020759797786
2436,ENSG00000107130,NCS1,-0.9067918189828879,-5.365113823125682,0.005826335224049199,0.030089965575294288,0.9067918189828879
2438,ENSG00000107159,CA9,-1.473668701831717,-11.660966525768101,0.0003091826826121877,0.0095992009415309,1.473668701831717
2445,ENSG00000107249,GLIS3,2.757751006002455,4.906382180874134,0.008007205568112402,0.03528348319620893,2.757751006002455
2446,ENSG00000107262,BAG1,-1.2932270169218743,-8.573960379541282,0.0010163239532806655,0.01469050077923871,1.2932270169218743
2457,ENSG00000107438,PDLIM1,-1.0890791689316754,-7.924395593743633,0.0013725607444796096,0.016062309348978687,1.0890791689316754
2460,ENSG00000107518,ATRNL1,-0.8704634435587663,-4.308400722442783,0.01256190220773483,0.04516198274199365,0.8704634435587663
2476,ENSG00000107738,VSIR,-0.95833312343429,-22.9573988542859,2.132980717962061e-05,0.006198707245899133,0.95833312343429
2482,ENSG00000107796,ACTA2,0.7953541206074528,4.011553826463804,0.015975970584600117,0.05235618033205257,0.7953541206074528
2487,ENSG00000107821,KAZALD1,1.1125977593963616,3.4967111495891046,0.0249704467961718,0.06926381877667094,1.1125977593963616
2523,ENSG00000108187,PBLD,0.7904734456629022,8.592157752705512,0.001008109017151495,0.01463526330802802,0.7904734456629022
2544,ENSG00000108448,TRIM16L,-0.8070801753565979,-6.802566531428911,0.0024397566285297924,0.019607194156284702,0.8070801753565979
2568,ENSG00000108592,FTSJ3,0.8299725220929265,9.839865354387936,0.0005982298163145647,0.011965593350382985,0.8299725220929265
2573,ENSG00000108641,B9D1,-1.1316733348209727,-7.8026126400063545,0.0014556939009596885,0.016350634297874984,1.1316733348209727
2587,ENSG00000108797,CNTNAP1,-0.8217359015793236,-6.2054855261701585,0.003430579744027788,0.023117468749361825,0.8217359015793236
2596,ENSG00000108861,DUSP3,-0.7594216134288483,-10.109757641198676,0.0005387391827209268,0.0114942500390107,0.7594216134288483
2608,ENSG00000109063,MYH3,2.5053965968968104,6.43604432643313,0.002997934931602115,0.0215987757312446,2.5053965968968104
2616,ENSG00000109107,ALDOC,-2.138093881686704,-8.750609305929082,0.000939945153491496,0.014361240486110404,2.138093881686704
